geo_value,time_value,value,stderr,sample_size
42073,20200316,0.049058,,
42073,20200317,0.164658,,
42073,20200318,0.258415,,
42073,20200319,0.327042,,
42073,20200320,0.364155,,
42073,20200321,0.447113,,
42073,20200322,0.362534,,
42073,20200323,0.346076,,
42073,20200324,0.319476,,
42073,20200325,0.295449,,
42073,20200326,0.350934,,
42073,20200327,0.480649,,
42073,20200328,0.68494,,
42073,20200329,0.900229,,
42073,20200330,1.168381,,
42073,20200331,1.41353,,
42073,20200401,1.915753,,
42073,20200402,2.328243,,
42073,20200403,2.697943,,
42073,20200404,3.153918,,
42073,20200405,3.558036,,
42073,20200406,3.877142,,
42073,20200407,3.918711,,
42073,20200408,3.852494,,
42073,20200409,3.7649,,
42073,20200410,3.669916,,
42073,20200411,3.493385,,
42073,20200412,3.172353,,
42073,20200413,2.897836,,
42073,20200414,2.569983,,
42073,20200415,2.314444,,
42073,20200416,2.133787,,
42073,20200417,2.002405,,
42073,20200418,1.773836,,
42073,20200419,1.809152,,
42073,20200420,1.850496,,
42073,20200421,1.954905,,
42073,20200422,2.120393,,
42073,20200423,2.192703,,
42073,20200424,2.228259,,
42073,20200425,2.091226,,
42073,20200426,1.996053,,
42073,20200427,1.780929,,
42073,20200428,1.539224,,
42073,20200429,1.267153,,
42073,20200430,0.980775,,
42073,20200501,0.694934,,
42073,20200502,0.41884,,
42073,20200503,0.424857,,
42073,20200504,0.527298,,
42073,20200505,0.608592,,
42073,20200506,0.86344,,
42073,20200507,1.052167,,
42073,20200508,1.015034,,
42073,20200509,0.972917,,
42073,20200510,0.923872,,
42073,20200511,0.902609,,
42073,20200512,0.708077,,
42073,20200513,0.486012,,
42073,20200514,0.390688,,
42073,20200515,0.306787,,
42073,20200516,0.172528,,
42073,20200517,0.133867,,
42073,20200518,0.097224,,
42073,20200519,0.28432,,
42073,20200520,0.475507,,
42073,20200521,0.605739,,
42073,20200522,0.487485,,
42073,20200523,0.409939,,
42073,20200524,0.348577,,
42073,20200525,0.290697,,
42073,20200526,0.237461,,
42073,20200527,0.187303,,
42073,20200528,0.123547,,
42073,20200529,0.281876,,
42073,20200530,0.468572,,
42073,20200531,0.618451,,
42073,20200601,0.816917,,
42073,20200602,1.073359,,
42073,20200603,1.361058,,
42073,20200604,1.530579,,
42073,20200605,1.49376,,
42073,20200606,1.497272,,
42073,20200607,1.475701,,
