County,date,numnewpos,fips,region
Adams,2020-04-24,15.0,42001,pa
Adams,2020-04-25,3.0,42001,pa
Adams,2020-04-26,4.0,42001,pa
Adams,2020-04-27,5.0,42001,pa
Adams,2020-04-28,2.0,42001,pa
Adams,2020-04-29,6.0,42001,pa
Adams,2020-04-30,7.0,42001,pa
Adams,2020-05-01,3.0,42001,pa
Adams,2020-05-02,1.0,42001,pa
Adams,2020-05-03,4.0,42001,pa
Adams,2020-05-04,3.0,42001,pa
Adams,2020-05-05,0.0,42001,pa
Adams,2020-05-06,0.0,42001,pa
Adams,2020-05-07,3.0,42001,pa
Adams,2020-05-08,3.0,42001,pa
Adams,2020-05-09,2.0,42001,pa
Adams,2020-05-10,3.0,42001,pa
Adams,2020-05-11,8.0,42001,pa
Adams,2020-05-12,0.0,42001,pa
Adams,2020-05-13,2.0,42001,pa
Adams,2020-05-14,5.0,42001,pa
Adams,2020-05-15,9.0,42001,pa
Adams,2020-05-16,2.0,42001,pa
Adams,2020-05-17,4.0,42001,pa
Adams,2020-05-18,5.0,42001,pa
Adams,2020-05-19,0.0,42001,pa
Adams,2020-05-20,3.0,42001,pa
Adams,2020-05-21,7.0,42001,pa
Adams,2020-05-22,10.0,42001,pa
Adams,2020-05-23,8.0,42001,pa
Adams,2020-05-24,4.0,42001,pa
Adams,2020-05-25,1.0,42001,pa
Adams,2020-05-26,6.0,42001,pa
Adams,2020-05-27,3.0,42001,pa
Adams,2020-05-28,4.0,42001,pa
Adams,2020-05-29,1.0,42001,pa
Adams,2020-05-30,4.0,42001,pa
Adams,2020-05-31,6.0,42001,pa
Adams,2020-06-01,-1.0,42001,pa
Adams,2020-06-02,5.0,42001,pa
Adams,2020-06-03,5.0,42001,pa
Adams,2020-06-04,3.0,42001,pa
Adams,2020-06-05,1.0,42001,pa
Adams,2020-06-06,5.0,42001,pa
Adams,2020-06-07,4.0,42001,pa
Adams,2020-06-08,2.0,42001,pa
Adams,2020-06-09,0.0,42001,pa
Adams,2020-06-10,3.0,42001,pa
Adams,2020-06-11,1.0,42001,pa
Adams,2020-06-12,5.0,42001,pa
Adams,2020-06-13,5.0,42001,pa
Adams,2020-06-14,1.0,42001,pa
Adams,2020-06-15,6.0,42001,pa
Allegheny,2020-03-05,0.0,42003,pa
Allegheny,2020-03-06,0.0,42003,pa
Allegheny,2020-03-07,0.0,42003,pa
Allegheny,2020-03-08,0.0,42003,pa
Allegheny,2020-03-09,0.0,42003,pa
Allegheny,2020-03-10,0.0,42003,pa
Allegheny,2020-03-11,0.0,42003,pa
Allegheny,2020-03-12,0.0,42003,pa
Allegheny,2020-03-13,2.0,42003,pa
Allegheny,2020-03-14,1.0,42003,pa
Allegheny,2020-03-15,0.0,42003,pa
Allegheny,2020-03-16,2.0,42003,pa
Allegheny,2020-03-17,2.0,42003,pa
Allegheny,2020-03-18,4.0,42003,pa
Allegheny,2020-03-19,5.0,42003,pa
Allegheny,2020-03-20,12.0,42003,pa
Allegheny,2020-03-21,3.0,42003,pa
Allegheny,2020-03-22,9.0,42003,pa
Allegheny,2020-03-23,8.0,42003,pa
Allegheny,2020-03-24,10.0,42003,pa
Allegheny,2020-03-25,30.0,42003,pa
Allegheny,2020-03-26,45.0,42003,pa
Allegheny,2020-03-27,25.0,42003,pa
Allegheny,2020-03-28,61.0,42003,pa
Allegheny,2020-03-29,46.0,42003,pa
Allegheny,2020-03-30,25.0,42003,pa
Allegheny,2020-03-31,35.0,42003,pa
Allegheny,2020-04-01,31.0,42003,pa
Allegheny,2020-04-02,63.0,42003,pa
Allegheny,2020-04-03,57.0,42003,pa
Allegheny,2020-04-04,76.0,42003,pa
Allegheny,2020-04-05,53.0,42003,pa
Allegheny,2020-04-06,37.0,42003,pa
Allegheny,2020-04-07,47.0,42003,pa
Allegheny,2020-04-08,31.0,42003,pa
Allegheny,2020-04-09,39.0,42003,pa
Allegheny,2020-04-10,29.0,42003,pa
Allegheny,2020-04-11,48.0,42003,pa
Allegheny,2020-04-12,21.0,42003,pa
Allegheny,2020-04-13,19.0,42003,pa
Allegheny,2020-04-14,17.0,42003,pa
Allegheny,2020-04-15,11.0,42003,pa
Allegheny,2020-04-16,21.0,42003,pa
Allegheny,2020-04-17,22.0,42003,pa
Allegheny,2020-04-18,62.0,42003,pa
Allegheny,2020-04-19,26.0,42003,pa
Allegheny,2020-04-20,7.0,42003,pa
Allegheny,2020-04-21,17.0,42003,pa
Allegheny,2020-04-22,29.0,42003,pa
Allegheny,2020-04-23,61.0,42003,pa
Allegheny,2020-04-24,28.0,42003,pa
Allegheny,2020-04-25,21.0,42003,pa
Allegheny,2020-04-26,13.0,42003,pa
Allegheny,2020-04-27,13.0,42003,pa
Allegheny,2020-04-28,11.0,42003,pa
Allegheny,2020-04-29,38.0,42003,pa
Allegheny,2020-04-30,16.0,42003,pa
Allegheny,2020-05-01,30.0,42003,pa
Allegheny,2020-05-02,14.0,42003,pa
Allegheny,2020-05-03,12.0,42003,pa
Allegheny,2020-05-04,20.0,42003,pa
Allegheny,2020-05-05,10.0,42003,pa
Allegheny,2020-05-06,19.0,42003,pa
Allegheny,2020-05-07,45.0,42003,pa
Allegheny,2020-05-08,16.0,42003,pa
Allegheny,2020-05-09,31.0,42003,pa
Allegheny,2020-05-10,17.0,42003,pa
Allegheny,2020-05-11,8.0,42003,pa
Allegheny,2020-05-12,15.0,42003,pa
Allegheny,2020-05-13,19.0,42003,pa
Allegheny,2020-05-14,6.0,42003,pa
Allegheny,2020-05-15,31.0,42003,pa
Allegheny,2020-05-16,13.0,42003,pa
Allegheny,2020-05-17,8.0,42003,pa
Allegheny,2020-05-18,38.0,42003,pa
Allegheny,2020-05-19,17.0,42003,pa
Allegheny,2020-05-20,29.0,42003,pa
Allegheny,2020-05-21,31.0,42003,pa
Allegheny,2020-05-22,21.0,42003,pa
Allegheny,2020-05-23,14.0,42003,pa
Allegheny,2020-05-24,24.0,42003,pa
Allegheny,2020-05-25,28.0,42003,pa
Allegheny,2020-05-26,11.0,42003,pa
Allegheny,2020-05-27,12.0,42003,pa
Allegheny,2020-05-28,23.0,42003,pa
Allegheny,2020-05-29,19.0,42003,pa
Allegheny,2020-05-30,27.0,42003,pa
Allegheny,2020-05-31,14.0,42003,pa
Allegheny,2020-06-01,8.0,42003,pa
Allegheny,2020-06-02,9.0,42003,pa
Allegheny,2020-06-03,24.0,42003,pa
Allegheny,2020-06-04,13.0,42003,pa
Allegheny,2020-06-05,8.0,42003,pa
Allegheny,2020-06-06,16.0,42003,pa
Allegheny,2020-06-07,14.0,42003,pa
Allegheny,2020-06-08,5.0,42003,pa
Allegheny,2020-06-09,19.0,42003,pa
Allegheny,2020-06-10,7.0,42003,pa
Allegheny,2020-06-11,21.0,42003,pa
Allegheny,2020-06-12,10.0,42003,pa
Allegheny,2020-06-13,11.0,42003,pa
Allegheny,2020-06-14,3.0,42003,pa
Allegheny,2020-06-15,7.0,42003,pa
Armstrong,2020-03-05,0.0,42005,pa
Armstrong,2020-03-06,0.0,42005,pa
Armstrong,2020-03-07,0.0,42005,pa
Armstrong,2020-03-08,0.0,42005,pa
Armstrong,2020-03-09,0.0,42005,pa
Armstrong,2020-03-10,0.0,42005,pa
Armstrong,2020-03-11,0.0,42005,pa
Armstrong,2020-03-12,0.0,42005,pa
Armstrong,2020-03-13,0.0,42005,pa
Armstrong,2020-03-14,0.0,42005,pa
Armstrong,2020-03-15,0.0,42005,pa
Armstrong,2020-03-16,0.0,42005,pa
Armstrong,2020-03-17,0.0,42005,pa
Armstrong,2020-03-18,0.0,42005,pa
Armstrong,2020-03-19,0.0,42005,pa
Armstrong,2020-03-20,0.0,42005,pa
Armstrong,2020-03-21,0.0,42005,pa
Armstrong,2020-03-22,0.0,42005,pa
Armstrong,2020-03-23,0.0,42005,pa
Armstrong,2020-03-24,1.0,42005,pa
Armstrong,2020-03-25,0.0,42005,pa
Armstrong,2020-03-26,0.0,42005,pa
Armstrong,2020-03-27,0.0,42005,pa
Armstrong,2020-03-28,1.0,42005,pa
Armstrong,2020-03-29,1.0,42005,pa
Armstrong,2020-03-30,0.0,42005,pa
Armstrong,2020-03-31,2.0,42005,pa
Armstrong,2020-04-01,0.0,42005,pa
Armstrong,2020-04-02,2.0,42005,pa
Armstrong,2020-04-03,4.0,42005,pa
Armstrong,2020-04-04,1.0,42005,pa
Armstrong,2020-04-05,0.0,42005,pa
Armstrong,2020-04-06,1.0,42005,pa
Armstrong,2020-04-07,5.0,42005,pa
Armstrong,2020-04-08,1.0,42005,pa
Armstrong,2020-04-09,1.0,42005,pa
Armstrong,2020-04-10,2.0,42005,pa
Armstrong,2020-04-11,4.0,42005,pa
Armstrong,2020-04-12,1.0,42005,pa
Armstrong,2020-04-13,1.0,42005,pa
Armstrong,2020-04-14,0.0,42005,pa
Armstrong,2020-04-15,1.0,42005,pa
Armstrong,2020-04-16,3.0,42005,pa
Armstrong,2020-04-17,0.0,42005,pa
Armstrong,2020-04-18,4.0,42005,pa
Armstrong,2020-04-19,2.0,42005,pa
Armstrong,2020-04-20,0.0,42005,pa
Armstrong,2020-04-21,0.0,42005,pa
Armstrong,2020-04-22,1.0,42005,pa
Armstrong,2020-04-23,4.0,42005,pa
Armstrong,2020-04-24,0.0,42005,pa
Armstrong,2020-04-25,3.0,42005,pa
Armstrong,2020-04-26,0.0,42005,pa
Armstrong,2020-04-27,1.0,42005,pa
Armstrong,2020-04-28,3.0,42005,pa
Armstrong,2020-04-29,0.0,42005,pa
Armstrong,2020-04-30,1.0,42005,pa
Armstrong,2020-05-01,1.0,42005,pa
Armstrong,2020-05-02,0.0,42005,pa
Armstrong,2020-05-03,0.0,42005,pa
Armstrong,2020-05-04,0.0,42005,pa
Armstrong,2020-05-05,1.0,42005,pa
Armstrong,2020-05-06,2.0,42005,pa
Armstrong,2020-05-07,0.0,42005,pa
Armstrong,2020-05-08,0.0,42005,pa
Armstrong,2020-05-09,0.0,42005,pa
Armstrong,2020-05-10,0.0,42005,pa
Armstrong,2020-05-11,0.0,42005,pa
Armstrong,2020-05-12,0.0,42005,pa
Armstrong,2020-05-13,1.0,42005,pa
Armstrong,2020-05-14,0.0,42005,pa
Armstrong,2020-05-15,1.0,42005,pa
Armstrong,2020-05-16,1.0,42005,pa
Armstrong,2020-05-17,0.0,42005,pa
Armstrong,2020-05-18,0.0,42005,pa
Armstrong,2020-05-19,0.0,42005,pa
Armstrong,2020-05-20,0.0,42005,pa
Armstrong,2020-05-21,0.0,42005,pa
Armstrong,2020-05-22,0.0,42005,pa
Armstrong,2020-05-23,0.0,42005,pa
Armstrong,2020-05-24,0.0,42005,pa
Armstrong,2020-05-25,0.0,42005,pa
Armstrong,2020-05-26,1.0,42005,pa
Armstrong,2020-05-27,2.0,42005,pa
Armstrong,2020-05-28,1.0,42005,pa
Armstrong,2020-05-29,0.0,42005,pa
Armstrong,2020-05-30,0.0,42005,pa
Armstrong,2020-05-31,0.0,42005,pa
Armstrong,2020-06-01,0.0,42005,pa
Armstrong,2020-06-02,0.0,42005,pa
Armstrong,2020-06-03,2.0,42005,pa
Armstrong,2020-06-04,0.0,42005,pa
Armstrong,2020-06-05,0.0,42005,pa
Armstrong,2020-06-06,1.0,42005,pa
Armstrong,2020-06-07,0.0,42005,pa
Armstrong,2020-06-08,0.0,42005,pa
Armstrong,2020-06-09,0.0,42005,pa
Armstrong,2020-06-10,0.0,42005,pa
Armstrong,2020-06-11,0.0,42005,pa
Armstrong,2020-06-12,1.0,42005,pa
Armstrong,2020-06-13,0.0,42005,pa
Armstrong,2020-06-14,0.0,42005,pa
Armstrong,2020-06-15,0.0,42005,pa
Beaver,2020-03-05,0.0,42007,pa
Beaver,2020-03-06,0.0,42007,pa
Beaver,2020-03-07,0.0,42007,pa
Beaver,2020-03-08,0.0,42007,pa
Beaver,2020-03-09,0.0,42007,pa
Beaver,2020-03-10,0.0,42007,pa
Beaver,2020-03-11,0.0,42007,pa
Beaver,2020-03-12,0.0,42007,pa
Beaver,2020-03-13,0.0,42007,pa
Beaver,2020-03-14,0.0,42007,pa
Beaver,2020-03-15,0.0,42007,pa
Beaver,2020-03-16,0.0,42007,pa
Beaver,2020-03-17,1.0,42007,pa
Beaver,2020-03-18,1.0,42007,pa
Beaver,2020-03-19,0.0,42007,pa
Beaver,2020-03-20,1.0,42007,pa
Beaver,2020-03-21,0.0,42007,pa
Beaver,2020-03-22,0.0,42007,pa
Beaver,2020-03-23,0.0,42007,pa
Beaver,2020-03-24,0.0,42007,pa
Beaver,2020-03-25,4.0,42007,pa
Beaver,2020-03-26,6.0,42007,pa
Beaver,2020-03-27,1.0,42007,pa
Beaver,2020-03-28,8.0,42007,pa
Beaver,2020-03-29,6.0,42007,pa
Beaver,2020-03-30,16.0,42007,pa
Beaver,2020-03-31,8.0,42007,pa
Beaver,2020-04-01,2.0,42007,pa
Beaver,2020-04-02,1.0,42007,pa
Beaver,2020-04-03,10.0,42007,pa
Beaver,2020-04-04,4.0,42007,pa
Beaver,2020-04-05,15.0,42007,pa
Beaver,2020-04-06,12.0,42007,pa
Beaver,2020-04-07,20.0,42007,pa
Beaver,2020-04-08,12.0,42007,pa
Beaver,2020-04-09,1.0,42007,pa
Beaver,2020-04-10,10.0,42007,pa
Beaver,2020-04-11,4.0,42007,pa
Beaver,2020-04-12,2.0,42007,pa
Beaver,2020-04-13,8.0,42007,pa
Beaver,2020-04-14,3.0,42007,pa
Beaver,2020-04-15,2.0,42007,pa
Beaver,2020-04-16,10.0,42007,pa
Beaver,2020-04-17,10.0,42007,pa
Beaver,2020-04-18,100.0,42007,pa
Beaver,2020-04-19,10.0,42007,pa
Beaver,2020-04-20,10.0,42007,pa
Beaver,2020-04-21,5.0,42007,pa
Beaver,2020-04-22,14.0,42007,pa
Beaver,2020-04-23,2.0,42007,pa
Beaver,2020-04-24,18.0,42007,pa
Beaver,2020-04-25,22.0,42007,pa
Beaver,2020-04-26,7.0,42007,pa
Beaver,2020-04-27,21.0,42007,pa
Beaver,2020-04-28,1.0,42007,pa
Beaver,2020-04-29,4.0,42007,pa
Beaver,2020-04-30,13.0,42007,pa
Beaver,2020-05-01,21.0,42007,pa
Beaver,2020-05-02,9.0,42007,pa
Beaver,2020-05-03,0.0,42007,pa
Beaver,2020-05-04,23.0,42007,pa
Beaver,2020-05-05,8.0,42007,pa
Beaver,2020-05-06,5.0,42007,pa
Beaver,2020-05-07,1.0,42007,pa
Beaver,2020-05-08,7.0,42007,pa
Beaver,2020-05-09,3.0,42007,pa
Beaver,2020-05-10,9.0,42007,pa
Beaver,2020-05-11,0.0,42007,pa
Beaver,2020-05-12,2.0,42007,pa
Beaver,2020-05-13,16.0,42007,pa
Beaver,2020-05-14,3.0,42007,pa
Beaver,2020-05-15,4.0,42007,pa
Beaver,2020-05-16,2.0,42007,pa
Beaver,2020-05-17,-1.0,42007,pa
Beaver,2020-05-18,16.0,42007,pa
Beaver,2020-05-19,1.0,42007,pa
Beaver,2020-05-20,5.0,42007,pa
Beaver,2020-05-21,0.0,42007,pa
Beaver,2020-05-22,11.0,42007,pa
Beaver,2020-05-23,2.0,42007,pa
Beaver,2020-05-24,2.0,42007,pa
Beaver,2020-05-25,14.0,42007,pa
Beaver,2020-05-26,2.0,42007,pa
Beaver,2020-05-27,0.0,42007,pa
Beaver,2020-05-28,9.0,42007,pa
Beaver,2020-05-29,3.0,42007,pa
Beaver,2020-05-30,7.0,42007,pa
Beaver,2020-05-31,1.0,42007,pa
Beaver,2020-06-01,0.0,42007,pa
Beaver,2020-06-02,1.0,42007,pa
Beaver,2020-06-03,3.0,42007,pa
Beaver,2020-06-04,5.0,42007,pa
Beaver,2020-06-05,-1.0,42007,pa
Beaver,2020-06-06,0.0,42007,pa
Beaver,2020-06-07,5.0,42007,pa
Beaver,2020-06-08,0.0,42007,pa
Beaver,2020-06-09,5.0,42007,pa
Beaver,2020-06-10,2.0,42007,pa
Beaver,2020-06-11,0.0,42007,pa
Beaver,2020-06-12,1.0,42007,pa
Beaver,2020-06-13,0.0,42007,pa
Beaver,2020-06-14,0.0,42007,pa
Beaver,2020-06-15,2.0,42007,pa
Bedford,2020-03-05,0.0,42009,pa
Bedford,2020-03-06,0.0,42009,pa
Bedford,2020-03-07,0.0,42009,pa
Bedford,2020-03-08,0.0,42009,pa
Bedford,2020-03-09,0.0,42009,pa
Bedford,2020-03-10,0.0,42009,pa
Bedford,2020-03-11,0.0,42009,pa
Bedford,2020-03-12,0.0,42009,pa
Bedford,2020-03-13,0.0,42009,pa
Bedford,2020-03-14,0.0,42009,pa
Bedford,2020-03-15,0.0,42009,pa
Bedford,2020-03-16,0.0,42009,pa
Bedford,2020-03-17,0.0,42009,pa
Bedford,2020-03-18,0.0,42009,pa
Bedford,2020-03-19,0.0,42009,pa
Bedford,2020-03-20,0.0,42009,pa
Bedford,2020-03-21,0.0,42009,pa
Bedford,2020-03-22,0.0,42009,pa
Bedford,2020-03-23,0.0,42009,pa
Bedford,2020-03-24,0.0,42009,pa
Bedford,2020-03-25,0.0,42009,pa
Bedford,2020-03-26,0.0,42009,pa
Bedford,2020-03-27,0.0,42009,pa
Bedford,2020-03-28,0.0,42009,pa
Bedford,2020-03-29,0.0,42009,pa
Bedford,2020-03-30,0.0,42009,pa
Bedford,2020-03-31,2.0,42009,pa
Bedford,2020-04-01,1.0,42009,pa
Bedford,2020-04-02,0.0,42009,pa
Bedford,2020-04-03,0.0,42009,pa
Bedford,2020-04-04,1.0,42009,pa
Bedford,2020-04-05,0.0,42009,pa
Bedford,2020-04-06,0.0,42009,pa
Bedford,2020-04-07,0.0,42009,pa
Bedford,2020-04-08,0.0,42009,pa
Bedford,2020-04-09,0.0,42009,pa
Bedford,2020-04-10,-1.0,42009,pa
Bedford,2020-04-11,2.0,42009,pa
Bedford,2020-04-12,0.0,42009,pa
Bedford,2020-04-13,0.0,42009,pa
Bedford,2020-04-14,0.0,42009,pa
Bedford,2020-04-15,4.0,42009,pa
Bedford,2020-04-16,2.0,42009,pa
Bedford,2020-04-17,2.0,42009,pa
Bedford,2020-04-18,1.0,42009,pa
Bedford,2020-04-19,1.0,42009,pa
Bedford,2020-04-20,0.0,42009,pa
Bedford,2020-04-21,1.0,42009,pa
Bedford,2020-04-22,0.0,42009,pa
Bedford,2020-04-23,4.0,42009,pa
Bedford,2020-04-24,1.0,42009,pa
Bedford,2020-04-25,0.0,42009,pa
Bedford,2020-04-26,0.0,42009,pa
Bedford,2020-04-27,0.0,42009,pa
Bedford,2020-04-28,1.0,42009,pa
Bedford,2020-04-29,2.0,42009,pa
Bedford,2020-04-30,0.0,42009,pa
Bedford,2020-05-01,0.0,42009,pa
Bedford,2020-05-02,0.0,42009,pa
Bedford,2020-05-03,0.0,42009,pa
Bedford,2020-05-04,0.0,42009,pa
Bedford,2020-05-05,2.0,42009,pa
Bedford,2020-05-06,1.0,42009,pa
Bedford,2020-05-07,0.0,42009,pa
Bedford,2020-05-08,1.0,42009,pa
Bedford,2020-05-09,1.0,42009,pa
Bedford,2020-05-10,0.0,42009,pa
Bedford,2020-05-11,0.0,42009,pa
Bedford,2020-05-12,0.0,42009,pa
Bedford,2020-05-13,0.0,42009,pa
Bedford,2020-05-14,1.0,42009,pa
Bedford,2020-05-15,0.0,42009,pa
Bedford,2020-05-16,2.0,42009,pa
Bedford,2020-05-17,0.0,42009,pa
Bedford,2020-05-18,0.0,42009,pa
Bedford,2020-05-19,0.0,42009,pa
Bedford,2020-05-20,0.0,42009,pa
Bedford,2020-05-21,4.0,42009,pa
Bedford,2020-05-22,0.0,42009,pa
Bedford,2020-05-23,1.0,42009,pa
Bedford,2020-05-24,0.0,42009,pa
Bedford,2020-05-25,0.0,42009,pa
Bedford,2020-05-26,0.0,42009,pa
Bedford,2020-05-27,1.0,42009,pa
Bedford,2020-05-28,0.0,42009,pa
Bedford,2020-05-29,1.0,42009,pa
Bedford,2020-05-30,0.0,42009,pa
Bedford,2020-05-31,0.0,42009,pa
Bedford,2020-06-01,1.0,42009,pa
Bedford,2020-06-02,0.0,42009,pa
Bedford,2020-06-03,1.0,42009,pa
Bedford,2020-06-04,1.0,42009,pa
Bedford,2020-06-05,1.0,42009,pa
Bedford,2020-06-06,0.0,42009,pa
Bedford,2020-06-07,1.0,42009,pa
Bedford,2020-06-08,1.0,42009,pa
Bedford,2020-06-09,0.0,42009,pa
Bedford,2020-06-10,0.0,42009,pa
Bedford,2020-06-11,1.0,42009,pa
Bedford,2020-06-12,0.0,42009,pa
Bedford,2020-06-13,0.0,42009,pa
Bedford,2020-06-14,2.0,42009,pa
Bedford,2020-06-15,4.0,42009,pa
Berks,2020-03-05,0.0,42011,pa
Berks,2020-03-06,0.0,42011,pa
Berks,2020-03-07,0.0,42011,pa
Berks,2020-03-08,0.0,42011,pa
Berks,2020-03-09,0.0,42011,pa
Berks,2020-03-10,0.0,42011,pa
Berks,2020-03-11,0.0,42011,pa
Berks,2020-03-12,0.0,42011,pa
Berks,2020-03-13,0.0,42011,pa
Berks,2020-03-14,0.0,42011,pa
Berks,2020-03-15,0.0,42011,pa
Berks,2020-03-16,0.0,42011,pa
Berks,2020-03-17,0.0,42011,pa
Berks,2020-03-18,1.0,42011,pa
Berks,2020-03-19,0.0,42011,pa
Berks,2020-03-20,4.0,42011,pa
Berks,2020-03-21,2.0,42011,pa
Berks,2020-03-22,6.0,42011,pa
Berks,2020-03-23,1.0,42011,pa
Berks,2020-03-24,2.0,42011,pa
Berks,2020-03-25,4.0,42011,pa
Berks,2020-03-26,16.0,42011,pa
Berks,2020-03-27,29.0,42011,pa
Berks,2020-03-28,0.0,42011,pa
Berks,2020-03-29,3.0,42011,pa
Berks,2020-03-30,14.0,42011,pa
Berks,2020-03-31,28.0,42011,pa
Berks,2020-04-01,41.0,42011,pa
Berks,2020-04-02,17.0,42011,pa
Berks,2020-04-03,33.0,42011,pa
Berks,2020-04-04,34.0,42011,pa
Berks,2020-04-05,41.0,42011,pa
Berks,2020-04-06,50.0,42011,pa
Berks,2020-04-07,43.0,42011,pa
Berks,2020-04-08,47.0,42011,pa
Berks,2020-04-09,200.0,42011,pa
Berks,2020-04-10,104.0,42011,pa
Berks,2020-04-11,210.0,42011,pa
Berks,2020-04-12,105.0,42011,pa
Berks,2020-04-13,115.0,42011,pa
Berks,2020-04-14,97.0,42011,pa
Berks,2020-04-15,88.0,42011,pa
Berks,2020-04-16,84.0,42011,pa
Berks,2020-04-17,118.0,42011,pa
Berks,2020-04-18,211.0,42011,pa
Berks,2020-04-19,150.0,42011,pa
Berks,2020-04-20,47.0,42011,pa
Berks,2020-04-21,43.0,42011,pa
Berks,2020-04-22,81.0,42011,pa
Berks,2020-04-23,143.0,42011,pa
Berks,2020-04-24,127.0,42011,pa
Berks,2020-04-25,67.0,42011,pa
Berks,2020-04-26,85.0,42011,pa
Berks,2020-04-27,35.0,42011,pa
Berks,2020-04-28,79.0,42011,pa
Berks,2020-04-29,32.0,42011,pa
Berks,2020-04-30,61.0,42011,pa
Berks,2020-05-01,50.0,42011,pa
Berks,2020-05-02,62.0,42011,pa
Berks,2020-05-03,76.0,42011,pa
Berks,2020-05-04,62.0,42011,pa
Berks,2020-05-05,56.0,42011,pa
Berks,2020-05-06,44.0,42011,pa
Berks,2020-05-07,47.0,42011,pa
Berks,2020-05-08,95.0,42011,pa
Berks,2020-05-09,67.0,42011,pa
Berks,2020-05-10,114.0,42011,pa
Berks,2020-05-11,46.0,42011,pa
Berks,2020-05-12,36.0,42011,pa
Berks,2020-05-13,32.0,42011,pa
Berks,2020-05-14,45.0,42011,pa
Berks,2020-05-15,63.0,42011,pa
Berks,2020-05-16,50.0,42011,pa
Berks,2020-05-17,34.0,42011,pa
Berks,2020-05-18,42.0,42011,pa
Berks,2020-05-19,16.0,42011,pa
Berks,2020-05-20,28.0,42011,pa
Berks,2020-05-21,21.0,42011,pa
Berks,2020-05-22,54.0,42011,pa
Berks,2020-05-23,7.0,42011,pa
Berks,2020-05-24,40.0,42011,pa
Berks,2020-05-25,18.0,42011,pa
Berks,2020-05-26,16.0,42011,pa
Berks,2020-05-27,33.0,42011,pa
Berks,2020-05-28,21.0,42011,pa
Berks,2020-05-29,15.0,42011,pa
Berks,2020-05-30,14.0,42011,pa
Berks,2020-05-31,59.0,42011,pa
Berks,2020-06-01,13.0,42011,pa
Berks,2020-06-02,33.0,42011,pa
Berks,2020-06-03,25.0,42011,pa
Berks,2020-06-04,20.0,42011,pa
Berks,2020-06-05,15.0,42011,pa
Berks,2020-06-06,17.0,42011,pa
Berks,2020-06-07,17.0,42011,pa
Berks,2020-06-08,17.0,42011,pa
Berks,2020-06-09,18.0,42011,pa
Berks,2020-06-10,15.0,42011,pa
Berks,2020-06-11,11.0,42011,pa
Berks,2020-06-12,19.0,42011,pa
Berks,2020-06-13,22.0,42011,pa
Berks,2020-06-14,16.0,42011,pa
Berks,2020-06-15,5.0,42011,pa
Blair,2020-03-05,0.0,42013,pa
Blair,2020-03-06,0.0,42013,pa
Blair,2020-03-07,0.0,42013,pa
Blair,2020-03-08,0.0,42013,pa
Blair,2020-03-09,0.0,42013,pa
Blair,2020-03-10,0.0,42013,pa
Blair,2020-03-11,0.0,42013,pa
Blair,2020-03-12,0.0,42013,pa
Blair,2020-03-13,0.0,42013,pa
Blair,2020-03-14,0.0,42013,pa
Blair,2020-03-15,0.0,42013,pa
Blair,2020-03-16,0.0,42013,pa
Blair,2020-03-17,0.0,42013,pa
Blair,2020-03-18,0.0,42013,pa
Blair,2020-03-19,0.0,42013,pa
Blair,2020-03-20,0.0,42013,pa
Blair,2020-03-21,0.0,42013,pa
